type,title,content,url
lexique,P,"(Multirisque professionnelle) à la suite d'un sinistre, grâce à la couverture de votre contrat d'assurance, les murs de l'entreprise vont être reconstruits, les marchandises remplacées. Mais pendant la reconstruction le chiffre d'affaires a baissé compte tenu des conditions d'exploitation difficiles. Or les charges fixes de votre entreprise sont demeurées: loyers, impôts et taxes, emprunts... L'assurance Perte d'exploitation est destinée à replacer votre affaire dans la situation financière qui aurait été la sienne si le sinistre n'avait pas eu lieu. A la suite d'un sinistre, vous pouvez avoir à faire face à des frais supplémentaires très divers (Frais de transport, restaurant, courrier...). L'objet de cette garantie est de vous dédommager de certains frais exceptionnels consécutifs à un sinistre pris en charge par l'assureur. Somme à payer pour bénéficier des garanties de votre contrat",https://www.comar.tn/lexique/p
lexique,Q,Reçu délivré par l'assureur prouvant que la prime a bien été payée. Développé par MEDIANET © 2018 COMAR Assurances,https://www.comar.tn/lexique/q
lexique,R,"La durée de l'assurance est fixée au contrat. Si cette durée excède une année, et sous réserve des dispositions relatives aux assurances sur la vie, l'assuré a le droit de résilier le contrat tous les ans à l'échéance du contrat en prévenant l'assureur au moins deux mois avant la date d'échéance dans l'une des formes de Est civilement responsable, la personne physique (vous) ou morale (une entreprise par exemple) obligée, par la règle de droit, de réparer tout ou partie d'un dommage qu'elle a causé à un tiers. Votre contrat habitation couvre votre responsabilité civile vie privée celle de votre conjoint, de vos enfants, mais aussi celle des animaux dont vous êtes responsable pour les dommages qu'ils pourraient causer à des tiers. Pour l'automobile, la responsabilité civile (ce que l'on appelle ""le tiers"") est obligatoire. Cette responsabilité résulte de la violation d'une règle de conduite écrite (imposée par la société) qui a un but répressif et qui vise à maintenir l'ordre public.",https://www.comar.tn/lexique/r
lexique,S,"C'est le risque qui se réalise: l'incendie, le vol, l'accident... (Voir aussi déclaration). C'est pour vous prémunir de leurs conséquences que vous souscrivez une assurance. Personne physique (vous) ou morale (une entreprise) qui, en signant le contrat, adhère pour elle-même et pour les assurés aux Conditions Générales et Particulières de ce contrat. Lorsque le dommage subi par l'assuré est le fait d'un tiers, l'assureur indemnise son assuré et peut exercer un recours contre le tiers responsable pour son propre compte à concurrence du montant de l'indemnité qu'il a versé. On dit que l'assureur est ""subrogé"" dans les droits et actions de l'assuré contre le tiers responsable.",https://www.comar.tn/lexique/s
lexique,T,"La majorité des contrats prévoit cette clause qui vous permet de voir renouveler, chaque année, vos contrats sans que vous ayez à en faire expressément la demande. En revanche, n'oubliez pas qu'il faudra faire une demande de résiliation, pour mettre fin à votre contrat. Développé par MEDIANET © 2018 COMAR Assurances",https://www.comar.tn/lexique/t
lexique,V,"(automobile) C'est la valeur calculée par l'expert selon des techniques d'évaluation établies et certifiées. Par exemple pour un véhicule, il s'agit de la technique d'évaluation du conseil national de l'Expertise (Bilan technique) : elle est déterminée au prix catalogue au jour du sinistre moins un coefficient de dépréciation (Nombre de mois d'utilisation) - correctif kilométrage, état du véhicule et marché local. (en habitation) La valeur d'usage ne permet pas toujours à l'assuré de reconstruire sans supporter personnellement la charge financière correspondant à la dépréciation (vétusté) du bien endommagé. La majorité des contrats habitations (à vérifier sur votre contrat) prévoient une clause ""Valeur à neuf"" afin que vous soyez indemnisé en valeur de reconstruction au prix du neuf au jour du sinistre. (Attention, cette clause ne s'applique pas à toutes les garanties). C'est la valeur déterminée contractuellement par un expert. Dans le cadre d'un contrat habitation, et au delà d'un certain capital mobilier, il est intéressant pour l'assuré de faire réaliser une expertise par un expert agréé par sa compagnie d'assurances. En effet, les sommes dûes en cas de sinistre seront celles prévues au contrat, expertise à l'appui. A la différence d'un contrat habitation classique dans lequel la valeur assurée fait l'objet de l'application d'une vétusté.",https://www.comar.tn/lexique/v
lexique,BENEFICIAIRE,"Personne physique ou morale au profit de laquelle l'assurance a été contractée. Elle peut être nommément désignée aux conditions particulières du contrat ou bien apparaître dans les conditions générales sous les termes de: conjoint survivant, d'ayants droit, ou encore d’héritier né ou à naître...Le bénéficiaire recevra l'indemnité due par l'assureur en cas de réalisation du risque assuré. N'hésitez pas à contacter nos conseillers CONTACTEZ-NOUS",https://www.comar.tn/lexique/beneficiaire
lexique,BATIMENT,Ce sont les constructions et leurs dépendances (immeuble par nature) à l'exception du terrain. N'hésitez pas à contacter nos conseillers CONTACTEZ-NOUS,https://www.comar.tn/lexique/batiment
lexique,AVIS D'ECHEANCE,"Courrier par lequel l'assureur vous réclame le paiement de votre prime d'assurance. Vous avez, au terme du code des Assurances, 10 jours pour régler votre prime à compter de la date d'échéance. N'hésitez pas à contacter nos conseillers CONTACTEZ-NOUS",https://www.comar.tn/lexique/avis-decheance
lexique,AVENANT,"Lorsque les conditions initiales de votre contrat sont revues: déménagement, changement de véhicule... votre assureur émet un avenant (un remplacement), afin de valider votre nouvelle situation et vos garanties. L'avenant, tout comme le contrat initial, doit être signé par l'assuré et l'assureur, car l'avenant représente une preuve de la modification du contrat. Il évite la rédaction complète d'un nouveau contrat. N'hésitez pas à contacter nos conseillers CONTACTEZ-NOUS",https://www.comar.tn/lexique/avenant
lexique,ATTESTATION D'ASSURANCE,Ce document vaut comme justificatif d'assurance pendant sa période de validité. Sur le territoire national. N'hésitez pas à contacter nos conseillers CONTACTEZ-NOUS,https://www.comar.tn/lexique/attestation-dassurance
lexique,ASSURE,"Ou encore le preneur d'assurance suivant une récente terminologie. C'est le propriétaire du véhicule assuré et toute personne ayant, avec leur autorisation, la garde ou la conduite du véhicule, ainsi que toute personne qui est transportée à titre gratuit En habitation, l'assuré, c'est le preneur d'assurance, son conjoint, les enfants mineurs et les enfants majeurs célibataires résidant sous le même toit, à l'adresse indiquée sur le contrat. Mais c'est aussi tout autre personne résidant en permanence sous le même toit, à l'adresse indiquée sur les conditions particulières, les gardes bénévoles et les aides occasionnelles. N'hésitez pas à contacter nos conseillers CONTACTEZ-NOUS",https://www.comar.tn/lexique/assure
lexique,ANTECEDENTS,"Informations relatives au ""passé de l'assuré"". Lors de l'établissement d'un contrat il vous sera demandé de faire état de vos antécédents afin que l'assureur puisse, à la lumière de votre historique en tant qu'assuré (et de votre bonus), évaluer le risque et vous donner un tarif correspondant à votre situation. N'hésitez pas à contacter nos conseillers CONTACTEZ-NOUS",https://www.comar.tn/lexique/antecedents
lexique,AGENT GENERAL,"Il représente exclusivement une compagnie. Cette dernière lui délègue le pouvoir de souscrire des contrats, d'encaisser des primes et de régler des sinistres. N'hésitez pas à contacter nos conseillers CONTACTEZ-NOUS",https://www.comar.tn/lexique/agent-general
lexique,ALIENATION,"Transmission de la propriété d'un bien entre personnes physiques ou morales (par exemple donation, vente...) N'hésitez pas à contacter nos conseillers CONTACTEZ-NOUS",https://www.comar.tn/lexique/alienation
lexique,AMENAGEMENTS,"Installations qui ne peuvent être détachés sans être détériorés ou sans détériorer les bâtiments. Ce sont les immeubles par destination, par exemple: un ascenseur ou une installation de chauffage central. N'hésitez pas à contacter nos conseillers CONTACTEZ-NOUS",https://www.comar.tn/lexique/amenagements
lexique,BONUS/MALUS,"C'est le terme qui désigne le système par lequel les assurés se voient accorder des réductions ou des majorations en fonction de la survenance (ou non) de sinistre. C'est un élément central dans la tarification de votre véhicule dans la mesure où l'application de ce coefficient peut diminuer de moitié votre cotisation (0.50 de bonus). C'est ""une note"" qui vous est personnelle et qui reflète votre historique en tant que conducteur. N'hésitez pas à contacter nos conseillers CONTACTEZ-NOUS",https://www.comar.tn/lexique/bonusmalus
lexique,CATASTROPHES NATURELLES,"Tous les événements qui revêtent par leur importance ou leur étendue un risque catastrophique. Ce sont certains événements naturels, tels que les cyclones, les inondations, les secousses sismiques. Ils sont imprévisibles. Pour que le contrat d'assurance fonctionne et que la garantie soit accordée dans le cadre de ces événements il faut que l'état de catastrophe naturelle soit constaté par un arrêté Interministériel publié au Journal Officiel. Dans la pratique ce n'est, hélas, pas toujours le cas, et des ""micro-catastrophes naturelles"" très localisées ne donnent pas toujours lieu à publication au Journal Officiel alors que les dégâts sont importants. N'hésitez pas à contacter nos conseillers CONTACTEZ-NOUS",https://www.comar.tn/lexique/catastrophes-naturelles
lexique,CLAUSE,"Disposition particulière d'une police d'assurance détaillant le fonctionnement d'une garantie, ou bien précisant la nature des engagements réciproques de l'assureur et de l'assuré. N'hésitez pas à contacter nos conseillers CONTACTEZ-NOUS",https://www.comar.tn/lexique/clause
lexique,CODES DES ASSURANCES,Ensemble des lois et des règlements qui doivent être respectés par les sociétés d'assurances et qui régissent les relations assureurs/assurés. N'hésitez pas à contacter nos conseillers CONTACTEZ-NOUS,https://www.comar.tn/lexique/codes-des-assurances
lexique,COEFFICIENT DE REDUCTION/MAJORATION,"Il s'agit du terme technique qui désigne ce que l'on appelle couramment le ""Bonus"". Le coefficient de réduction / majoration est un coefficient multiplicateur qui s'applique sur votre prime auto ou moto. Il permet d'octroyer une réduction aux bons conducteurs et de majorer les primes des personnes causant des sinistres. La cotisation à payer à chaque échéance annuelle est influencée par la baisse ou la hausse de cet indicateur qui reflète votre "" bonne conduite"". La réduction maximale est de 0.50, soit 50% de réduction sur la prime de référence. N'hésitez pas à contacter nos conseillers CONTACTEZ-NOUS",https://www.comar.tn/lexique/coefficient-de-reductionmajoration
lexique,COMAR,"L’agent représente une société d’assurances. Il engage celle-ci en vendant des contrats d’assurance à ses clients, en recevant le paiement des primes d’assurance et aussi les déclarations de sinistre, en versant des indemnités aux assurés (éventuellement) à la suite d’un sinistre. L’agent d’assurance est rémunéré à la commission. N'hésitez pas à contacter nos conseillers CONTACTEZ-NOUS",https://www.comar.tn/lexique/comar
lexique,CONDITIONS GENERALES,"C'est le mode d'emploi de votre contrat. Ce sont les règles qui régissent, dans le cas général, votre contrat. Elles s'appliquent à l'ensemble des contrats du même type et expliquent, exhaustivement, le fonctionnement de toutes les garanties. Vous aurez peut-être l'explication du fonctionnement d'une garantie que vous n'avez pas souscrite, pour savoir si cette garantie est souscrite, il faut se reporter à vos conditions PARTICULIERES. N'hésitez pas à contacter nos conseillers CONTACTEZ-NOUS",https://www.comar.tn/lexique/conditions-generales
lexique,CONDITIONS PARTICULIERES,"Contrairement aux Conditions Générales, les Conditions Particulières vous sont personnelles. Elles définissent les garanties pour lesquelles vous avez opté. Vous pouvez vous reporter aux Conditions Générales pour avoir plus de précisions sur leur fonctionnement. N'hésitez pas à contacter nos conseillers CONTACTEZ-NOUS",https://www.comar.tn/lexique/conditions-particulieres
lexique,CONSOLIDATION,"Stabilisation de l'état médical d'une personne, après un accident ou une maladie et laissant subsister des séquelles. N'hésitez pas à contacter nos conseillers CONTACTEZ-NOUS",https://www.comar.tn/lexique/consolidation
lexique,CONSTAT AMIABLE,"C'est un document à remplir avec la personne avec laquelle vous avez eu un sinistre (soit auto, soit dégâts des eaux). L'avantage de ce document est de regrouper sur une seule et même page l'ensemble des informations utiles à votre indemnisation (Lieu du sinistre, date, heure, circonstances...), son inconvénient, c'est son caractère irrévocable dès lors qu'il est signé des deux parties en présence. Soyez donc attentif lorsque vous complétez un constat amiable. N'hésitez pas à contacter nos conseillers CONTACTEZ-NOUS",https://www.comar.tn/lexique/constat-amiable
lexique,COURTIER,"Le courtier est le mandataire de son client. C'est à dire de l'assuré pour qui il recherche, en toute indépendance, à chaque fois ou au cas par cas, la société d'assurances qui garantira les clients au mieux de ses intérêts. Le courtier a la qualité juridique de commerçant (l'agent général celle de profession libérale). En principe, il demeure le mieux placé pour trouver les meilleures garanties au meilleur prix. N'hésitez pas à contacter nos conseillers CONTACTEZ-NOUS",https://www.comar.tn/lexique/courtier
lexique,DECENNALE,"Le propriétaire qui doit faire réaliser des travaux n'est pas toujours en mesure d'apprécier le parfait achèvement de ces mêmes travaux, (et si la construction est correctement exécutée). Il est donc nécessaire qu'un certain temps s'écoule pour que le nouvel édifice ait le temps de ""travailler"" et de se tasser sur ses fondations. Le législateur a donc estimé nécessaire d'imposer un délai de garantie de dix ans aux architectes et aux entrepreneurs. Cette garantie décennale est l'obligation de garantir, pendant dix ans, la bonne exécution et la bonne solidité de l'ouvrage. N'hésitez pas à contacter nos conseillers CONTACTEZ-NOUS",https://www.comar.tn/lexique/decennale
lexique,DECHEANCE,"Sanction prise par l'assureur à l'encontre de son assuré pour des faits postérieurs au sinistre. Exemples de causes de déchéance: les déclarations mensongères, la condamnation de l'assuré pour conduite en état d'ivresse... Tous les cas de déchéance doivent être prévus dans votre police d'assurance, ils sont inopposables à la victime qui doit être indemnisée de ses dommages. L'assureur se retournera contre son assuré pour exiger le remboursement des sommes versées. N'hésitez pas à contacter nos conseillers CONTACTEZ-NOUS",https://www.comar.tn/lexique/decheance
lexique,DECLARATION DE SINISTRE,"Acte par lequel l'assuré déclare à son assureur le sinistres qu'il cause ou qu'il subit. La déclaration doit se faire dans des délais qui varient en fonction de la nature des sinistres (en cas de non respect de ces délais, sauf cas fortuit ou de force majeure, l'assureur est en droit de refuser la prise en charge du sinistre) N'hésitez pas à contacter nos conseillers CONTACTEZ-NOUS",https://www.comar.tn/lexique/declaration-de-sinistre
lexique,EFFET,La date d'effet est la date à partir de laquelle les garanties d'un contrat produisent leur effet. C'est la date à partir de laquelle le contrat débute. N'hésitez pas à contacter nos conseillers CONTACTEZ-NOUS,https://www.comar.tn/lexique/effet
lexique,EFFRACTION,"La notion d'effraction recouvre le forcement, la dégradation ou la destruction de tout dispositif de fermeture ou de toute espèce de clôture et par extension, l'usage de fausses clés... L'effraction est un des éléments qui entraînent le déclenchement de la garantie vol à la condition que l'assuré puisse en apporter la preuve. N'hésitez pas à contacter nos conseillers CONTACTEZ-NOUS",https://www.comar.tn/lexique/effraction
lexique,EPAVE,"(véhicule épave): lorsque le coût des réparations suite à un sinistre automobile garanti dépasse la valeur du véhicule au jour du sinistre, le véhicule est déclaré épave (VEI = Véhicule Economiquement Irréparable) par l'expert qui plafonne son évaluation à la Valeur à dire d'expert . N'hésitez pas à contacter nos conseillers CONTACTEZ-NOUS",https://www.comar.tn/lexique/epave
lexique,FOND DE GARANTIE AUTOMOBILE,"Le FGA n'est pas un organisme d'assurance. Il a pour but de dédommager les victimes d'accidents corporels causés par des véhicules terrestres à moteur lorsque l'auteur responsable est inconnu, non assuré ou insolvable. Il ne dispense pas pour autant les responsables des conséquences de leur responsabilité, car ceux-ci doivent rembourser au FGA les sommes avancées pour leur compte. N'hésitez pas à contacter nos conseillers CONTACTEZ-NOUS",https://www.comar.tn/lexique/fond-de-garantie-automobile
lexique,FRANCHISE,"Part des dommages qui reste à la charge de l'assuré en cas de sinistre. La franchise est contractuellement prévue aux conditions particulières ou générales. Elle s'exprime soit en pourcentage du montant du sinistre, soit en indice (pour les contrats habitation, entreprise...), ou encore en montant fixe. N'hésitez pas à contacter nos conseillers CONTACTEZ-NOUS",https://www.comar.tn/lexique/franchise
lexique,GRATUIT (transport),"La notion de personnes transportées à titre gratuit est importante en assurance automobile. En effet, si il s'avère, au moment d'un sinistre, que la personne transportée avait payé pour être transportée, l'indemnité peut être réduite, voir supprimée. En revanche, une nuance est acceptée entre la participation occasionnelle aux frais de route (l'essence par exemple) et le véritable transport payant facturé par un particulier. N'hésitez pas à contacter nos conseillers CONTACTEZ-NOUS",https://www.comar.tn/lexique/gratuit-transport
lexique,IARD,"Incendie, Accidents, Risques Divers: cette abréviation est couramment employée sur les documents qui vous sont adressés, elle désigne une branche, une catégorie d'assurance dommage et , généralement, la branche à laquelle appartient votre contrat: en l'occurrence, la protection des biens. La branche VIE est une autre branche regroupant les contrats de placements, de retraite, de prévoyance et de manière plus générale tous les contrats attachés à la protection de la personne. N'hésitez pas à contacter nos conseillers CONTACTEZ-NOUS",https://www.comar.tn/lexique/iard
lexique,IDA (Convention),"Indemnisation Directe des Assurés: il s'agit d'une convention signée entre la majorité des compagnies d'assurances qui est destinée à accélérer et simplifier les opérations d'indemnisation. La part de responsabilité incombant à chaque assuré est déterminée à partir du constat amiable. Ainsi, sans se concerter les deux assureurs appliquent le même cas de barème. Cette convention fonctionne lorsque deux véhicules sont impliqués et que le montant des dommages matériels ne dépasse pas 3850 Euros HT (environ 25 000 Frs - Notez que ce plafond est modifié tous les ans) et a pour but d'éviter les discussions sur les partages de responsabilité. N'hésitez pas à contacter nos conseillers CONTACTEZ-NOUS",https://www.comar.tn/lexique/ida-convention
lexique,INCAPACITE,"Etat d'une personne qui, par suite de maladie ou d'accident, se trouve dans l'impossibilité provisoire ou permanente (si permanente = invalidité) de travailler et/ou d'effectuer certains gestes élémentaires. En droit commun, la réparation signifie que la victime doit être replacée dans la situation qui était la sienne avant l'accident. En cas d'incapacité temporaire, on distingue l'Incapacité Temporaire Totale de travail (ITT) et l'Incapacité Temporaire Partielle de travail (ITP). En cas d'incapacité permanente, on parle d'Incapacité Permanente Partielle (IPP) et d'Incapacité Permanente Totale (IPT) également dénommée invalidité. On parle également d'incapacité fonctionnelle en cas de diminution de la capacité d'une personne, victime d'un accident corporel, à effectuer certains gestes élémentaires : se lever, se coucher, marcher, courir et/ou manipuler des objets.. N'hésitez pas à contacter nos conseillers CONTACTEZ-NOUS",https://www.comar.tn/lexique/incapacite
lexique,INCAPACITE TEMPORAIRE (IT),"Etat du lésé pendant la maladie ou le traumatisme, qui va de l'accident à la consolidation (voir définition). Elle correspond à la période d'indisponibilité pendant laquelle l'assuré ne peut plus exercer son activité professionnelle habituelle ou ses activités régulières s'il ne pratique pas d'activité professionnelle. N'hésitez pas à contacter nos conseillers CONTACTEZ-NOUS",https://www.comar.tn/lexique/incapacite-temporaire-it
lexique,INCAPACITE TEMPORAIRE TOTALE (ITT),Impossibilité totale physique ou mentale (médicalement constatée) d'exercer temporairement toute activité. N'hésitez pas à contacter nos conseillers CONTACTEZ-NOUS,https://www.comar.tn/lexique/incapacite-temporaire-totale-itt
lexique,INDEMNITE JOURNALIERE (I.J),"Lors d'un arrêt de travail pour incapacité temporaire totale de travail, l'assureur verse à l'assuré une indemnité forfaitaire par jour d'arrêt. Une franchise est le plus souvent retenue pour les incapacités pour maladie. N'hésitez pas à contacter nos conseillers CONTACTEZ-NOUS",https://www.comar.tn/lexique/indemnite-journaliere-ij
lexique,INVALIDITE ABSOLUE ET DEFINITIVE (IAD),"Selon les critères de la Sécurité Sociale: personne qui, par suite d'atteinte corporelle, accident ou maladie, étant absolument incapable d'exercer une profession quelconque, est dans l'obligation d'avoir recours à une tierce personne pour effectuer les actes ordinaires de la vie. L'IAD est le plus souvent assimilée au décès dans la majorité des contrats. Elle est automatiquement comprise dans la garantie principale. N'hésitez pas à contacter nos conseillers CONTACTEZ-NOUS",https://www.comar.tn/lexique/invalidite-absolue-et-definitive-iad
lexique,INVALIDITE PERMANENTE TOTALE (IPT),L'assuré est reconnu définitivement incapable de se livrer à la moindre activité professionnelle lui procurant gain ou profit et dont le taux d'incapacité fonctionnelle est égal à 100%. N'hésitez pas à contacter nos conseillers CONTACTEZ-NOUS,https://www.comar.tn/lexique/invalidite-permanente-totale-ipt
lexique,JOUISSANCE,"La privatisation de jouissance d'un bien, meuble ou immeuble est assuré dans le cadre des polices d'assurance dommages. La garantie correspond à la valeur d'usage du bien pendant un laps de temps, par exemple pendant 1 ou 2 ans. La privatisation de jouissance d'un service constitue un dommage immatériel. N'hésitez pas à contacter nos conseillers CONTACTEZ-NOUS",https://www.comar.tn/lexique/jouissance
lexique,MIXTES (assurances),"Les assurances mixtes sont la combinaison d'une garantie en cas de vie et d'une protection en cas de décès. En d'autres termes, ce sont à la fois des contrats de prévoyance et des contrats de capitalisation. Ces contrats sont de plus en plus rares, car, aujourd'hui, les assureurs préfèrent aborder séparément les questions de prévoyance et de capitalisation en faisant deux contrats distincts ayant chacun leur spécificité. N'hésitez pas à contacter nos conseillers CONTACTEZ-NOUS",https://www.comar.tn/lexique/mixtes-assurances
lexique,NOTE DE COUVERTURE,"Document délivré par votre assureur en attendant l'établissement du contrat définitif. La note de couverture vaut garantie, même si le contrat n'est pas encore signé (généralement elle est valable un mois). N'hésitez pas à contacter nos conseillers CONTACTEZ-NOUS",https://www.comar.tn/lexique/note-de-couverture
lexique,NULLITE,C'est la sanction qui prive l'assuré des garanties un contrat. Elle est appliquée s’il s'avère que l'assuré a volontairement fait une fausse déclaration sur ses antécédents ou sa situation personnelle. N'hésitez pas à contacter nos conseillers CONTACTEZ-NOUS,https://www.comar.tn/lexique/nullite
lexique,PERTE D'EXPLOITATION,"(Multirisque professionnelle) à la suite d'un sinistre, grâce à la couverture de votre contrat d'assurance, les murs de l'entreprise vont être reconstruits, les marchandises remplacées. Mais pendant la reconstruction le chiffre d'affaires a baissé compte tenu des conditions d'exploitation difficiles. Or les charges fixes de votre entreprise sont demeurées: loyers, impôts et taxes, emprunts... L'assurance Perte d'exploitation est destinée à replacer votre affaire dans la situation financière qui aurait été la sienne si le sinistre n'avait pas eu lieu. N'hésitez pas à contacter nos conseillers CONTACTEZ-NOUS",https://www.comar.tn/lexique/perte-dexploitation
